"Function / Call Stack","CPU Time","Clockticks","Instructions Retired","CPI Rate","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Back-End Bound Auxiliary","Average CPU Frequency","Module","Function (Full)","Source File","Start Address"
"func@0x140289bd0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140289bd0","[Unknown]","0x140289bd0"
"IoGetIoPriorityHint","0","268800","268800","1","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","IoGetIoPriorityHint","[Unknown]","0x14041b740"
"func@0x1402fe230","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402fe230","[Unknown]","0x1402fe230"
"func@0x1402c4a94","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402c4a94","[Unknown]","0x1402c4a94"
"IoGetRelatedDeviceObject","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","IoGetRelatedDeviceObject","[Unknown]","0x1402f1000"
"func@0x140436132","0","268800","268800","1","0","","","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140436132","[Unknown]","0x140436132"
"func@0x140858550","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140858550","[Unknown]","0x140858550"
"func@0x14026cf96","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14026cf96","[Unknown]","0x14026cf96"
"func@0x140274180","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140274180","[Unknown]","0x140274180"
"func@0x140279e20","0","268800","806400","0.333333","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140279e20","[Unknown]","0x140279e20"
"func@0x1402f2ef0","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402f2ef0","[Unknown]","0x1402f2ef0"
"func@0x1402502ad","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402502ad","[Unknown]","0x1402502ad"
"IoQueueWorkItem","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","IoQueueWorkItem","[Unknown]","0x140358d60"
"func@0x1404f6a74","0","0","0","0","0","","","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1404f6a74","[Unknown]","0x1404f6a74"
"CcCanIWrite","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","CcCanIWrite","[Unknown]","0x14020a2e0"
"func@0x140301547","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140301547","[Unknown]","0x140301547"
"func@0x140254635","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140254635","[Unknown]","0x140254635"
"func@0x14039fba0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14039fba0","[Unknown]","0x14039fba0"
"ExAllocatePoolWithTag","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","ExAllocatePoolWithTag","[Unknown]","0x140b69010"
"KeRcuReadUnlock","0","537600","537600","1","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","KeRcuReadUnlock","[Unknown]","0x140209f00"
"func@0x140302001","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140302001","[Unknown]","0x140302001"
"func@0x1403d1528","0","537600","1344000","0.4","","","","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403d1528","[Unknown]","0x1403d1528"
"KeCountSetBitsAffinityEx","0","0","0","0","0","","","0","0","0","0","0","0","0","ntoskrnl.exe","KeCountSetBitsAffinityEx","[Unknown]","0x1402867b0"
"func@0x1403cba40","0","268800","268800","1","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403cba40","[Unknown]","0x1403cba40"
"func@0x140257cc0","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140257cc0","[Unknown]","0x140257cc0"
"func@0x140506ae0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140506ae0","[Unknown]","0x140506ae0"
"func@0x140384d44","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140384d44","[Unknown]","0x140384d44"
"func@0x1403239f0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403239f0","[Unknown]","0x1403239f0"
"func@0x1403e0f60","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403e0f60","[Unknown]","0x1403e0f60"
"func@0x14025f0d8","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14025f0d8","[Unknown]","0x14025f0d8"
"func@0x1406b06e0","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1406b06e0","[Unknown]","0x1406b06e0"
"KeEnterCriticalRegion","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","KeEnterCriticalRegion","[Unknown]","0x14043df30"
"func@0x1402578e0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402578e0","[Unknown]","0x1402578e0"
"func@0x1403cc940","0","268800","268800","1","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403cc940","[Unknown]","0x1403cc940"
"ExIsResourceAcquiredExclusiveLite","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","ExIsResourceAcquiredExclusiveLite","[Unknown]","0x1404160c0"
"func@0x1402aabf4","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402aabf4","[Unknown]","0x1402aabf4"
"func@0x14020c364","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14020c364","[Unknown]","0x14020c364"
"func@0x14043b163","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14043b163","[Unknown]","0x14043b163"
"func@0x1403c424d","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403c424d","[Unknown]","0x1403c424d"
"PsReturnProcessNonPagedPoolQuota","0","268800","268800","1","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","PsReturnProcessNonPagedPoolQuota","[Unknown]","0x14043dce0"
"func@0x14043ada0","0","0","268800","0","0","","","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14043ada0","[Unknown]","0x14043ada0"
"func@0x14026b820","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14026b820","[Unknown]","0x14026b820"
"func@0x1402defc9","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402defc9","[Unknown]","0x1402defc9"
"ExpInterlockedFlushSList","0","537600","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","ExpInterlockedFlushSList","[Unknown]","0x1406ae300"
"func@0x140260440","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140260440","[Unknown]","0x140260440"
"func@0x140312a74","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140312a74","[Unknown]","0x140312a74"
"func@0x140313e9c","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140313e9c","[Unknown]","0x140313e9c"
"func@0x14036f620","0","268800","0","","","0","","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14036f620","[Unknown]","0x14036f620"
"func@0x1402f1630","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402f1630","[Unknown]","0x1402f1630"
"func@0x14036ac30","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14036ac30","[Unknown]","0x14036ac30"
"func@0x140323a10","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140323a10","[Unknown]","0x140323a10"
"func@0x14027e100","0","0","0","0","0","","","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14027e100","[Unknown]","0x14027e100"
"CcSetFileSizesEx","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","CcSetFileSizesEx","[Unknown]","0x140344390"
"IoGetTransactionParameterBlock","0","0","0","0","0","","","0","0","0","0","0","0","0","ntoskrnl.exe","IoGetTransactionParameterBlock","[Unknown]","0x140428dc0"
"func@0x1402c4d3a","0","268800","0","","0","0","","","0","0","0","0","0","","ntoskrnl.exe","func@0x1402c4d3a","[Unknown]","0x1402c4d3a"
"func@0x1402a19ee","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402a19ee","[Unknown]","0x1402a19ee"
"func@0x1402998bd","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402998bd","[Unknown]","0x1402998bd"
"func@0x1402dd4a0","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402dd4a0","[Unknown]","0x1402dd4a0"
"func@0x140239250","0","537600","537600","1","0","","","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140239250","[Unknown]","0x140239250"
"func@0x1403717f0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403717f0","[Unknown]","0x1403717f0"
"func@0x1402c5f82","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402c5f82","[Unknown]","0x1402c5f82"
"func@0x14036a140","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14036a140","[Unknown]","0x14036a140"
"func@0x14036ecad","0","268800","537600","0.5","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14036ecad","[Unknown]","0x14036ecad"
"func@0x140284b00","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140284b00","[Unknown]","0x140284b00"
"func@0x1402dee50","0","268800","268800","1","0","","","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402dee50","[Unknown]","0x1402dee50"
"func@0x140209ac8","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140209ac8","[Unknown]","0x140209ac8"
"func@0x14025d75f","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14025d75f","[Unknown]","0x14025d75f"
"func@0x1402c60b0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402c60b0","[Unknown]","0x1402c60b0"
"func@0x140301320","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140301320","[Unknown]","0x140301320"
"func@0x14047eba8","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14047eba8","[Unknown]","0x14047eba8"
"ObfDereferenceObject","0","268800","268800","1","","","","0","0","0","0","0","0","","ntoskrnl.exe","ObfDereferenceObject","[Unknown]","0x140361640"
"func@0x1404146ba","0","0","806400","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1404146ba","[Unknown]","0x1404146ba"
"func@0x14041ec68","0","0","0","0","0","","","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14041ec68","[Unknown]","0x14041ec68"
"func@0x14021a9a1","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14021a9a1","[Unknown]","0x14021a9a1"
"KeCheckProcessorAffinityEx","0","0","268800","0","","0","","0","0","0","0","0","0","0","ntoskrnl.exe","KeCheckProcessorAffinityEx","[Unknown]","0x1403f2900"
"func@0x14042826a","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14042826a","[Unknown]","0x14042826a"
"func@0x1402697d0","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402697d0","[Unknown]","0x1402697d0"
"func@0x1402cd960","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402cd960","[Unknown]","0x1402cd960"
"func@0x1403be080","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403be080","[Unknown]","0x1403be080"
"func@0x140a5634c","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140a5634c","[Unknown]","0x140a5634c"
"func@0x1403bbc03","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403bbc03","[Unknown]","0x1403bbc03"
"ExfTryToWakePushLock","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","ExfTryToWakePushLock","[Unknown]","0x1403dd910"
"func@0x140249860","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140249860","[Unknown]","0x140249860"
"func@0x140273923","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140273923","[Unknown]","0x140273923"
"func@0x1403ef640","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403ef640","[Unknown]","0x1403ef640"
"func@0x1402c988e","0","537600","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402c988e","[Unknown]","0x1402c988e"
"func@0x1402c3775","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402c3775","[Unknown]","0x1402c3775"
"ExAcquirePushLockExclusiveEx","0","268800","806400","0.333333","","0","","0","0","0","0","0","0","","ntoskrnl.exe","ExAcquirePushLockExclusiveEx","[Unknown]","0x140322b10"
"func@0x1403fd190","0","537600","537600","1","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403fd190","[Unknown]","0x1403fd190"
"func@0x1402b61e4","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402b61e4","[Unknown]","0x1402b61e4"
"func@0x140914b8e","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140914b8e","[Unknown]","0x140914b8e"
"func@0x1402a2162","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402a2162","[Unknown]","0x1402a2162"
"func@0x140250293","0","537600","537600","1","0","0","","","0","0","0","0","0","","ntoskrnl.exe","func@0x140250293","[Unknown]","0x140250293"
"func@0x140242f30","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140242f30","[Unknown]","0x140242f30"
"func@0x1403db3c0","0","0","0","0","0","","","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403db3c0","[Unknown]","0x1403db3c0"
"func@0x140471e5e","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140471e5e","[Unknown]","0x140471e5e"
"func@0x14022e9a1","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14022e9a1","[Unknown]","0x14022e9a1"
"func@0x1403c8732","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403c8732","[Unknown]","0x1403c8732"
"func@0x1402ff09d","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402ff09d","[Unknown]","0x1402ff09d"
"func@0x14036e430","0","537600","268800","2","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14036e430","[Unknown]","0x14036e430"
"ObfDereferenceObjectWithTag","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","ObfDereferenceObjectWithTag","[Unknown]","0x140305000"
"ExAcquireRundownProtectionCacheAware","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","ExAcquireRundownProtectionCacheAware","[Unknown]","0x1402a6450"
"func@0x1404055d4","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1404055d4","[Unknown]","0x1404055d4"
"func@0x140311c90","0","268800","268800","1","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140311c90","[Unknown]","0x140311c90"
"func@0x14028b8a0","0","806400","0","","0","","","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14028b8a0","[Unknown]","0x14028b8a0"
"func@0x1402d1680","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402d1680","[Unknown]","0x1402d1680"
"func@0x140976a20","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140976a20","[Unknown]","0x140976a20"
"func@0x140242f60","0","0","806400","0","0","","","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140242f60","[Unknown]","0x140242f60"
"func@0x140253090","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140253090","[Unknown]","0x140253090"
"FsRtlGetNextBaseMcbEntry","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","FsRtlGetNextBaseMcbEntry","[Unknown]","0x1404180d0"
"func@0x1402266b7","0","0","0","0","0","","","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402266b7","[Unknown]","0x1402266b7"
"func@0x1403b5e40","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403b5e40","[Unknown]","0x1403b5e40"
"func@0x140309c30","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140309c30","[Unknown]","0x140309c30"
"func@0x140295f40","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140295f40","[Unknown]","0x140295f40"
"func@0x140272dd0","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140272dd0","[Unknown]","0x140272dd0"
"KeSetTimer","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","KeSetTimer","[Unknown]","0x140350f60"
"func@0x14025e1e0","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14025e1e0","[Unknown]","0x14025e1e0"
"func@0x1402b21d0","0","268800","268800","1","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402b21d0","[Unknown]","0x1402b21d0"
"std::basic_ostream<char,struct std::char_traits<char> >::operator<<","0","0","0","0","0","","","0","0","0","0","0","0","0","msvcp140.dll","std::basic_ostream<char,struct std::char_traits<char> >::operator<<(unsigned int)","[Unknown]","0x180042c30"
"func@0x140393344","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140393344","[Unknown]","0x140393344"
"RtlAnsiCharToUnicodeChar","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","RtlAnsiCharToUnicodeChar","[Unknown]","0x1408a8d00"
"func@0x1402aded6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402aded6","[Unknown]","0x1402aded6"
"ExAcquireSpinLockShared","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","ExAcquireSpinLockShared","[Unknown]","0x1402b42f0"
"func@0x1402b28f8","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402b28f8","[Unknown]","0x1402b28f8"
"func@0x140441c00","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140441c00","[Unknown]","0x140441c00"
"PfFileInfoNotify","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","PfFileInfoNotify","[Unknown]","0x140256c60"
"func@0x140252520","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140252520","[Unknown]","0x140252520"
"func@0x1402870a8","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402870a8","[Unknown]","0x1402870a8"
"func@0x14023f66d","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14023f66d","[Unknown]","0x14023f66d"
"func@0x1402e1fab","0","537600","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402e1fab","[Unknown]","0x1402e1fab"
"func@0x14027ad80","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14027ad80","[Unknown]","0x14027ad80"
"KeEnterGuardedRegion","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","KeEnterGuardedRegion","[Unknown]","0x14043eb30"
"func@0x14044f9f6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14044f9f6","[Unknown]","0x14044f9f6"
"func@0x1402ba060","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402ba060","[Unknown]","0x1402ba060"
"func@0x14023ef50","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14023ef50","[Unknown]","0x14023ef50"
"func@0x140275f89","0","537600","0","","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140275f89","[Unknown]","0x140275f89"
"func@0x140852cd0","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140852cd0","[Unknown]","0x140852cd0"
"PsGetProcessImageFileName","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","PsGetProcessImageFileName","[Unknown]","0x1404669b0"
"func@0x140267492","0","268800","1344000","0.2","0","","","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140267492","[Unknown]","0x140267492"
"func@0x140368890","0","0","0","0","0","","","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140368890","[Unknown]","0x140368890"
"func@0x140322b90","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140322b90","[Unknown]","0x140322b90"
